EmployeeID,Component,Y16_Mean_Component_Score,Y15_Mean_Component_Score,Y14_Mean_Component_Score
1355587,3c,4.00,3.80,NULL
1355587,3d,3.75,3.80,NULL
1355587,4e,3.33,3.67,NULL
1410341,1a,3.00,3.00,3.00
1410341,1e,3.40,3.00,2.75
1410341,2a,4.00,3.33,3.16
1410341,2d,3.33,3.50,3.00
1410341,3b,4.00,3.00,2.60
1410341,3c,3.50,3.00,2.83
1410341,3d,4.00,3.50,2.33
1410341,4e,3.00,3.67,3.00
1415702,1a,3.50,3.00,2.50
1415702,1e,2.75,3.00,2.50
1415702,2a,4.00,3.50,3.00
1415702,2d,3.75,3.00,3.00
1415702,3b,3.00,3.33,2.50
1415702,3c,3.75,3.00,2.33
1415702,3d,3.33,2.75,2.20
1415702,4e,4.00,4.00,3.00
1418831,1a,3.00,3.25,2.75
1418831,1e,3.00,3.00,2.25
1418831,2a,3.00,3.50,2.83
1418831,2d,3.00,2.75,2.50
1418831,3b,2.50,2.25,1.75
1418831,3c,2.75,2.33,2.33
1418831,3d,3.00,2.00,2.00
1418831,4e,4.00,3.25,3.50
1434241,1a,3.50,3.00,3.00
1434241,1e,3.25,3.00,3.00
1434241,2a,3.67,3.00,3.00
1434241,2d,4.00,2.75,3.00
1434241,3b,2.67,2.75,3.00
1434241,3c,3.00,3.00,3.00
1434241,3d,3.00,2.75,3.00
1434241,4e,3.33,3.88,3.50
1436272,1a,3.50,3.25,3.00
1436272,1e,3.00,3.00,3.00
1436272,2a,3.50,3.33,3.00
1436272,2d,3.50,3.25,2.75
1436272,3b,2.00,2.00,2.25
1436272,3c,3.33,2.75,3.00
1436272,3d,2.50,3.00,2.25
1436272,4e,3.00,3.00,3.00
1446504,1a,1.60,2.00,NULL
1446504,1e,1.67,2.00,NULL
1446504,2a,2.67,2.67,NULL
1446504,2d,2.33,2.25,NULL
1446504,3b,1.00,2.50,NULL
1446504,3c,1.75,2.00,NULL
1446504,3d,2.00,1.50,NULL
1446504,4e,2.33,2.00,NULL
1462878,1a,3.00,2.40,NULL
1462878,1e,2.83,2.40,NULL
1462878,2a,3.75,3.33,NULL
1462878,2d,3.50,2.67,NULL
1462878,3b,4.00,2.00,NULL
1462878,3c,3.75,3.00,NULL
1462878,3d,3.50,2.25,NULL
1462878,4e,3.67,3.00,NULL
1463478,1a,2.25,2.20,NULL
1463478,1e,2.00,2.60,NULL
1463478,2a,3.00,3.00,NULL
1463478,2d,2.33,2.67,NULL
1463478,3b,2.00,2.00,NULL
1463478,3c,2.25,2.33,NULL
1463478,3d,1.50,2.25,NULL
1463478,4e,3.00,3.00,NULL
1467188,1a,3.17,3.00,NULL
1467188,1e,3.40,2.67,NULL
1467188,2a,3.50,3.00,NULL
1467188,2d,3.33,3.00,NULL
1467188,3b,2.50,3.00,NULL
1467188,3c,2.75,2.75,NULL
1467188,3d,3.50,2.33,NULL
1467188,4e,3.50,3.25,NULL
1480879,1a,2.75,2.00,NULL
1480879,1e,2.50,1.86,NULL
1480879,2a,3.25,3.00,NULL
1480879,2d,3.00,2.50,NULL
1480879,3b,3.00,2.00,NULL
1480879,3c,2.33,2.33,NULL
1480879,3d,3.00,1.50,NULL
1480879,4e,3.50,3.00,NULL
1485140,1a,1.67,1.25,NULL
1485140,1e,1.17,1.50,NULL
1485140,2a,2.00,2.50,NULL
1485140,2d,1.67,1.67,NULL
1485140,3b,1.00,1.00,NULL
1485140,3c,1.33,1.25,NULL
1485140,3d,1.00,1.00,NULL
1485140,4e,2.00,1.50,NULL
1505281,1a,3.17,NULL,NULL
1505281,1e,3.00,NULL,NULL
1505281,2a,3.40,NULL,NULL
1505281,2d,3.83,NULL,NULL
1505281,3b,3.00,NULL,NULL
1505281,3c,3.17,NULL,NULL
1505281,3d,3.00,NULL,NULL
1505281,4e,3.33,NULL,NULL
